PropertyID,PropertyStreetCode,PropertyTown,PropertyCounty,PropertyCurrentStatus,PropertyType,PropertyAreaOffice,PropertyOwningBody,PropertyLocalAuthorityArea,PropertySubType,PropertyStyle,YearOfConstruction,BedSpaces
U11835,Blackbanks View,Raheny,Dublin 5,Occupied,Property,Sarah Mallon,Residential In Management,Dublin City ,General Needs,Apartment,2021,2
U11837,Bellingham ,Portlaoise,Co. Laois,Occupied,Property,Robert O'Keeffe,Residential In Management,Laois County ,General Needs,Bungalow -semi-detached,2021,3
U11839,Bellingham ,Portlaoise,Co. Laois,Occupied,Property,Robert O'Keeffe,Residential In Management,Laois County ,General Needs,Bungalow -semi-detached,2021,3
U11840,Bellingham ,Portlaoise,Co. Laois,Occupied,Property,Robert O'Keeffe,Residential In Management,Laois County ,General Needs,Bungalow -semi-detached,2021,3
U11843,Bellingham ,Portlaoise,Co. Laois,Occupied,Property,Robert O'Keeffe,Residential In Management,Laois County ,General Needs,Bungalow -semi-detached,2021,3
U11844,Bellingham ,Portlaoise,Co. Laois,Occupied,Property,Robert O'Keeffe,Residential In Management,Laois County ,General Needs,Bungalow -semi-detached,2021,3
U11846,Holdbrook,Portlaoise,Co. Laois,Occupied,Property,Deirdre ODonnell,Residential In Management,Laois County ,Older Persons - Sheltered,Apartment,2021,2
U11848,Holdbrook,Portlaoise,Co. Laois,Occupied,Property,Deirdre ODonnell,Residential In Management,Laois County ,Older Persons - Sheltered,Apartment,2021,2
U11851,Holdbrook,Portlaoise,Co. Laois,Housing Void,Property,Deirdre ODonnell,Residential In Management,Laois County ,Older Persons - Sheltered,Apartment,2021,2
U11852,Holdbrook,Portlaoise,Co. Laois,Occupied,Property,Deirdre ODonnell,Residential In Management,Laois County ,Older Persons - Sheltered,Apartment,2021,2
U10625,"Park Avenue, South Douglas Road ",South Douglas Road,Co. Cork,Occupied,Property,Gerard Deegan,Residential In Management,Cork City ,General Needs,Apartment,2009,2
U10626,"Park Avenue, South Douglas Road ",South Douglas Road,Co. Cork,Occupied,Property,Gerard Deegan,Residential In Management,Cork City ,General Needs,Apartment,2009,2
U10628,"Park Avenue, South Douglas Road ",South Douglas Road,Co. Cork,Occupied,Property,Gerard Deegan,Residential In Management,Cork City ,General Needs,Apartment,2009,2
U10629,"Park Avenue, South Douglas Road ",South Douglas Road,Co. Cork,Occupied,Property,Gerard Deegan,Residential In Management,Cork City ,General Needs,Apartment,2009,2
U10636,"Park Avenue, South Douglas Road ",South Douglas Road,Co. Cork,Occupied,Property,Gerard Deegan,Residential In Management,Cork City ,General Needs,Apartment,2009,2
U10637,"Park Avenue, South Douglas Road ",South Douglas Road,Co. Cork,Occupied,Property,Gerard Deegan,Residential In Management,Cork City ,General Needs,Apartment,2009,2
U10639,"Park Avenue, South Douglas Road ",South Douglas Road,Co. Cork,Occupied,Property,Gerard Deegan,Residential In Management,Cork City ,General Needs,Apartment,2009,2
U12277,Morristown The Paddocks,Newbridge,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Apartment,2021,1
U12278,Morristown The Paddocks,Newbridge,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Apartment,2021,2
U12282,Morristown The Paddocks,Newbridge,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Apartment,2021,2
U12283,Morristown The Paddocks,Newbridge,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Apartment,2021,2
U12285,Morristown The Paddocks,Newbridge,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Apartment,2021,2
U12287,Morristown The Paddocks,Newbridge,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Apartment,2021,2
U12288,Morristown The Paddocks,Newbridge,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Apartment,2021,3
U12292,Morristown The Paddocks,Newbridge,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Apartment,2021,2
U12295,Morristown The Paddocks,Newbridge,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Apartment,2021,2
U12543,Ruxton Oaks ,Navan,Co. Meath,Occupied,Property,Sarah Mallon,Residential In Management,Meath County ,General Needs,Terraced House,2021,2
U12545,Ruxton Oaks ,Navan,Co. Meath,Occupied,Property,Sarah Mallon,Residential In Management,Meath County ,General Needs,Terraced House,2021,2
U12546,Ruxton Oaks ,Navan,Co. Meath,Occupied,Property,Sarah Mallon,Residential In Management,Meath County ,General Needs,Terraced House,2021,3
U12548,Ruxton Oaks ,Navan,Co. Meath,Occupied,Property,Sarah Mallon,Residential In Management,Meath County ,General Needs,Terraced House,2021,3
U12549,Ruxton Oaks ,Navan,Co. Meath,Occupied,Property,Sarah Mallon,Residential In Management,Meath County ,General Needs,Terraced House,2021,3
U12553,Saint Josephs,Clonsilla,Dublin 15,Occupied,Property,Brian Lambe,Residential In Management,Fingal County ,General Needs,Semi-detached House,2021,4
U12555,Saint Josephs,Clonsilla,Dublin 15,Occupied,Property,Brian Lambe,Residential In Management,Fingal County ,General Needs,Semi-detached House,2021,4
U12556,Saint Josephs,Clonsilla,Dublin 15,Occupied,Property,Brian Lambe,Residential In Management,Fingal County ,General Needs,Apartment,2021,1
U12557,Saint Josephs,Clonsilla,Dublin 15,Occupied,Property,Brian Lambe,Residential In Management,Fingal County ,General Needs,Apartment,2021,2
U12559,Saint Josephs,Clonsilla,Dublin 15,Occupied,Property,Brian Lambe,Residential In Management,Fingal County ,General Needs,Apartment,2021,3
U12561,Saint Josephs,Clonsilla,Dublin 15,Occupied,Property,Brian Lambe,Residential In Management,Fingal County ,General Needs,Apartment,2021,1
U12562,Saint Josephs,Clonsilla,Dublin 15,Occupied,Property,Brian Lambe,Residential In Management,Fingal County ,General Needs,Apartment,2021,1
U12564,Saint Josephs,Clonsilla,Dublin 15,Occupied,Property,Brian Lambe,Residential In Management,Fingal County ,General Needs,Apartment,2021,3
U12567,Saint Josephs,Clonsilla,Dublin 15,Occupied,Property,Brian Lambe,Residential In Management,Fingal County ,General Needs,Apartment,2021,1
U12569,Saint Josephs,Clonsilla,Dublin 15,Occupied,Property,Brian Lambe,Residential In Management,Fingal County ,General Needs,Apartment,2021,2
U12570,Saint Josephs,Clonsilla,Dublin 15,Occupied,Property,Brian Lambe,Residential In Management,Fingal County ,General Needs,Apartment,2021,3
U12572,Saint Josephs,Clonsilla,Dublin 15,Occupied,Property,Brian Lambe,Residential In Management,Fingal County ,General Needs,Apartment,2021,2
U12573,Saint Josephs,Clonsilla,Dublin 15,Occupied,Property,Brian Lambe,Residential In Management,Fingal County ,General Needs,Apartment,2021,1
U12576,Saint Josephs,Clonsilla,Dublin 15,Occupied,Property,Brian Lambe,Residential In Management,Fingal County ,General Needs,Apartment,2021,2
U12577,Saint Josephs,Clonsilla,Dublin 15,Occupied,Property,Brian Lambe,Residential In Management,Fingal County ,General Needs,Apartment,2021,2
U12580, Fairways Gardens,Dundalk ,Co. Louth,Occupied,Property,Sarah Mallon,Residential In Management,Louth County ,General Needs,Apartment,2021,2
7638,Milford Manor Cloverhill Road,Clondalkin,Dublin 22,Occupied,Property,Brian Lambe,Residential In Management,South Dublin County ,General Needs,Semi-detached House,2017,3
764,Elm Estate,Tallaght,Dublin 24,Occupied,Property,Brian Lambe,Residential In Management,South Dublin County ,General Needs,Apartment,2000,1
7640,Milford Manor Cloverhill Road,Clondalkin,Dublin 22,Occupied,Property,Brian Lambe,Residential In Management,South Dublin County ,General Needs,Semi-detached House,2017,3
7647,An Tornog Headford Road,Galway,Co. Galway,Occupied,Property,Aimee McGee,Residential In Management,Galway City ,General Needs,Apartment,2008,2
7648,An Tornog Headford Road,Galway,Co. Galway,Occupied,Property,Aimee McGee,Residential In Management,Galway City ,General Needs,Apartment,2008,2
7649,An Tornog Headford Road,Galway,Co. Galway,Occupied,Property,Aimee McGee,Residential In Management,Galway City ,General Needs,Apartment,2008,2
765,Elm Estate,Tallaght,Dublin 24,Occupied,Property,Brian Lambe,Residential In Management,South Dublin County ,General Needs,Apartment,2000,1
U12258,Lios Ard,Tralee,Co. Kerry,Occupied,Property,Gerard Deegan,Residential In Management,Kerry County ,General Needs,Semi-detached House,2021,3
U12260,Lios Ard,Tralee,Co. Kerry,Occupied,Property,Gerard Deegan,Residential In Management,Kerry County ,General Needs,Terraced House,2021,3
U12262,Lios Ard,Tralee,Co. Kerry,Occupied,Property,Gerard Deegan,Residential In Management,Kerry County ,General Needs,Terraced House,2021,4
U12263,Lios Ard,Tralee,Co. Kerry,Occupied,Property,Gerard Deegan,Residential In Management,Kerry County ,General Needs,Terraced House,2021,4
U12265,Lios Ard,Tralee,Co. Kerry,Occupied,Property,Gerard Deegan,Residential In Management,Kerry County ,General Needs,Terraced House,2021,3
U12267,Lios Ard,Tralee,Co. Kerry,Occupied,Property,Gerard Deegan,Residential In Management,Kerry County ,General Needs,Terraced House,2021,3
U12269,Lios Ard,Tralee,Co. Kerry,Occupied,Property,Gerard Deegan,Residential In Management,Kerry County ,General Needs,Terraced House,2021,4
U12270,Lios Ard,Tralee,Co. Kerry,Occupied,Property,Gerard Deegan,Residential In Management,Kerry County ,General Needs,Terraced House,2021,3
U12272,Lios Ard,Tralee,Co. Kerry,Occupied,Property,Gerard Deegan,Residential In Management,Kerry County ,General Needs,Terraced House,2021,4
U12273,Morristown The Paddocks,Newbridge,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Apartment,2021,1
U12274,Morristown The Paddocks,Newbridge,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Apartment,2021,3
U11807,Blackbanks View,Raheny,Dublin 5,Occupied,Property,Sarah Mallon,Residential In Management,Dublin City ,General Needs,Apartment,2021,2
U11810,Blackbanks View,Raheny,Dublin 5,Occupied,Property,Sarah Mallon,Residential In Management,Dublin City ,General Needs,Apartment,2021,1
U11812,Blackbanks View,Raheny,Dublin 5,Occupied,Property,Sarah Mallon,Residential In Management,Dublin City ,General Needs,Apartment,2021,2
U11813,Blackbanks View,Raheny,Dublin 5,Occupied,Property,Sarah Mallon,Residential In Management,Dublin City ,General Needs,Apartment,2021,1
U11815,Blackbanks View,Raheny,Dublin 5,Occupied,Property,Sarah Mallon,Residential In Management,Dublin City ,General Needs,Apartment,2021,3
U11817,Blackbanks View,Raheny,Dublin 5,Occupied,Property,Sarah Mallon,Residential In Management,Dublin City ,General Needs,Apartment,2021,1
U11821,Blackbanks View,Raheny,Dublin 5,Occupied,Property,Sarah Mallon,Residential In Management,Dublin City ,General Needs,Apartment,2021,1
U12217,Taylor Hill CREL,Balbriggan,Co. Dublin,Occupied,Property,Sarah Mallon,Residential In Management,Fingal County ,General Needs,Detached House,2021,4
U12220,Taylor Hill CREL,Balbriggan,Co. Dublin,Occupied,Property,Sarah Mallon,Residential In Management,Fingal County ,General Needs,Semi-detached House,2021,3
U12221,Taylor Hill CREL,Balbriggan,Co. Dublin,Occupied,Property,Sarah Mallon,Residential In Management,Fingal County ,General Needs,Terraced House,2021,3
U12223,Taylor Hill CREL,Balbriggan,Co. Dublin,Occupied,Property,Sarah Mallon,Residential In Management,Fingal County ,General Needs,Terraced House,2021,3
U12224,Taylor Hill CREL,Balbriggan,Co. Dublin,Occupied,Property,Sarah Mallon,Residential In Management,Fingal County ,General Needs,Terraced House,2021,3
U12225,Taylor Hill CREL,Balbriggan,Co. Dublin,Occupied,Property,Sarah Mallon,Residential In Management,Fingal County ,General Needs,Terraced House,2021,3
U12227,Taylor Hill CREL,Balbriggan,Co. Dublin,Occupied,Property,Sarah Mallon,Residential In Management,Fingal County ,General Needs,Terraced House,2021,2
U12231,Bellingham ,Portlaoise,Co. Laois,Occupied,Property,Robert O'Keeffe,Residential In Management,Laois County ,General Needs,Semi-detached House,2021,3
U12233,Bellingham ,Portlaoise,Co. Laois,Occupied,Property,Robert O'Keeffe,Residential In Management,Laois County ,General Needs,Semi-detached House,2021,3
U12234,Bellingham ,Portlaoise,Co. Laois,Occupied,Property,Robert O'Keeffe,Residential In Management,Laois County ,General Needs,Semi-detached House,2021,3
U12235,Letteragh Road,Galway ,Co. Galway,Occupied,Property,Aimee McGee,Residential In Management,Galway City ,General Needs,Terraced House,2021,3
U12237,Letteragh Road,Galway ,Co. Galway,Occupied,Property,Aimee McGee,Residential In Management,Galway City ,General Needs,Terraced House,2021,3
U12239,Letteragh Road,Galway ,Co. Galway,Occupied,Property,Aimee McGee,Residential In Management,Galway City ,General Needs,Detached House,2021,4
U12241,Letteragh Road,Galway ,Co. Galway,Occupied,Property,Aimee McGee,Residential In Management,Galway City ,General Needs,Terraced House,2021,3
U12243,Letteragh Road,Galway ,Co. Galway,Occupied,Property,Aimee McGee,Residential In Management,Galway City ,General Needs,Terraced House,2021,3
U12247,Lios Ard,Tralee,Co. Kerry,Occupied,Property,Gerard Deegan,Residential In Management,Kerry County ,General Needs,Semi-detached House,2021,3
U12249,Lios Ard,Tralee,Co. Kerry,Occupied,Property,Gerard Deegan,Residential In Management,Kerry County ,General Needs,Semi-detached House,2021,4
U12250,Lios Ard,Tralee,Co. Kerry,Occupied,Property,Gerard Deegan,Residential In Management,Kerry County ,General Needs,Semi-detached House,2021,4
U12253,Lios Ard,Tralee,Co. Kerry,Occupied,Property,Gerard Deegan,Residential In Management,Kerry County ,General Needs,Semi-detached House,2021,4
U12255,Lios Ard,Tralee,Co. Kerry,Occupied,Property,Gerard Deegan,Residential In Management,Kerry County ,General Needs,Semi-detached House,2021,3
U12538,Ruxton Oaks ,Navan,Co. Meath,Occupied,Property,Sarah Mallon,Residential In Management,Meath County ,General Needs,Terraced House,2021,3
U11743,Elmwood-Johnstown Place,Cabinteely,Co. Dublin,Occupied,Property,Brian Lambe,Residential In Management,Dun Laoghaire Rathdown ,General Needs,Apartment,2020,2
U11746,Elmwood-Johnstown Place,Cabinteely,Co. Dublin,Occupied,Property,Brian Lambe,Residential In Management,Dun Laoghaire Rathdown ,General Needs,Apartment,2020,2
U11747,Elmwood-Johnstown Place,Cabinteely,Co. Dublin,Occupied,Property,Brian Lambe,Residential In Management,Dun Laoghaire Rathdown ,General Needs,Apartment,2020,1
U11749,Elmwood-Johnstown Place,Cabinteely,Co. Dublin,Occupied,Property,Brian Lambe,Residential In Management,Dun Laoghaire Rathdown ,General Needs,Apartment,2020,2
U11750,Elmwood-Johnstown Place,Cabinteely,Co. Dublin,Occupied,Property,Brian Lambe,Residential In Management,Dun Laoghaire Rathdown ,General Needs,Apartment,2020,2
U11753,Elmwood-Johnstown Place,Cabinteely,Co. Dublin,Occupied,Property,Brian Lambe,Residential In Management,Dun Laoghaire Rathdown ,General Needs,Apartment,2020,1
U11755,Elmwood-Johnstown Place,Cabinteely,Co. Dublin,Occupied,Property,Brian Lambe,Residential In Management,Dun Laoghaire Rathdown ,General Needs,Apartment,2020,2
U11756,Elmwood-Johnstown Place,Cabinteely,Co. Dublin,Occupied,Property,Brian Lambe,Residential In Management,Dun Laoghaire Rathdown ,General Needs,Apartment,2020,1
U11758,Elmwood-Johnstown Place,Cabinteely,Co. Dublin,Occupied,Property,Brian Lambe,Residential In Management,Dun Laoghaire Rathdown ,General Needs,Apartment,2020,2
U11762,Gort an Ghabhann ,Claregalway,Co. Galway,Occupied,Property,Aimee McGee,Residential In Management,Galway County ,General Needs,Semi-detached House,2021,3
U11763,Gort an Ghabhann ,Claregalway,Co. Galway,Occupied,Property,Aimee McGee,Residential In Management,Galway County ,General Needs,Semi-detached House,2021,3
U11764,Gort an Ghabhann ,Claregalway,Co. Galway,Occupied,Property,Aimee McGee,Residential In Management,Galway County ,General Needs,Semi-detached House,2021,3
U11766,Gort an Ghabhann ,Claregalway,Co. Galway,Occupied,Property,Aimee McGee,Residential In Management,Galway County ,General Needs,Semi-detached House,2021,3
U11767,Gort an Ghabhann ,Claregalway,Co. Galway,Occupied,Property,Aimee McGee,Residential In Management,Galway County ,General Needs,Semi-detached House,2021,3
U11771,Gort an Ghabhann ,Claregalway,Co. Galway,Occupied,Property,Aimee McGee,Residential In Management,Galway County ,General Needs,Semi-detached House,2021,3
U11772,Gort an Ghabhann ,Claregalway,Co. Galway,Occupied,Property,Aimee McGee,Residential In Management,Galway County ,General Needs,Semi-detached House,2021,3
U11773,Riverwood,Porterstown ,Co. Dublin,Occupied,Property,Sarah Mallon,Residential In Management,Fingal County ,General Needs,Duplex,2021,3
U11775,Riverwood,Porterstown ,Co. Dublin,Occupied,Property,Sarah Mallon,Residential In Management,Fingal County ,General Needs,Duplex,2021,3
U11776,Riverwood,Porterstown ,Co. Dublin,Occupied,Property,Sarah Mallon,Residential In Management,Fingal County ,General Needs,Duplex,2021,3
U11779,Riverwood,Porterstown ,Co. Dublin,Occupied,Property,Sarah Mallon,Residential In Management,Fingal County ,General Needs,Duplex,2021,2
U11781,Riverwood,Porterstown ,Co. Dublin,Occupied,Property,Sarah Mallon,Residential In Management,Fingal County ,General Needs,Duplex,2021,2
U11783,Riverwood,Porterstown ,Co. Dublin,Occupied,Property,Sarah Mallon,Residential In Management,Fingal County ,General Needs,Duplex,2021,2
U11785,Riverwood,Porterstown ,Co. Dublin,Occupied,Property,Sarah Mallon,Residential In Management,Fingal County ,General Needs,Apartment,2021,1
U11787,Riverwood,Porterstown ,Co. Dublin,Occupied,Property,Sarah Mallon,Residential In Management,Fingal County ,General Needs,Apartment,2021,1
U11788,Riverwood,Porterstown ,Co. Dublin,Occupied,Property,Sarah Mallon,Residential In Management,Fingal County ,General Needs,Apartment,2021,1
U11789,Riverwood,Porterstown ,Co. Dublin,Occupied,Property,Sarah Mallon,Residential In Management,Fingal County ,General Needs,Apartment,2021,1
U11791,Riverwood,Porterstown ,Co. Dublin,Occupied,Property,Sarah Mallon,Residential In Management,Fingal County ,General Needs,Duplex,2021,2
U11792,Riverwood,Porterstown ,Co. Dublin,Occupied,Property,Sarah Mallon,Residential In Management,Fingal County ,General Needs,Duplex,2021,2
U11798,Blackbanks View,Raheny,Dublin 5,Occupied,Property,Sarah Mallon,Residential In Management,Dublin City ,General Needs,Apartment,2021,1
U11799,Blackbanks View,Raheny,Dublin 5,Occupied,Property,Sarah Mallon,Residential In Management,Dublin City ,General Needs,Apartment,2021,2
U11801,Blackbanks View,Raheny,Dublin 5,Occupied,Property,Sarah Mallon,Residential In Management,Dublin City ,General Needs,Apartment,2021,2
U11802,Blackbanks View,Raheny,Dublin 5,Occupied,Property,Sarah Mallon,Residential In Management,Dublin City ,General Needs,Apartment,2021,2
U11805,Blackbanks View,Raheny,Dublin 5,Occupied,Property,Sarah Mallon,Residential In Management,Dublin City ,General Needs,Apartment,2021,2
U11806,Blackbanks View,Raheny,Dublin 5,Occupied,Property,Sarah Mallon,Residential In Management,Dublin City ,General Needs,Apartment,2021,1
U12467,Clonmore Close,Ardee,Co. Louth,Occupied,Property,Sarah Mallon,Residential In Management,Louth County ,General Needs,Semi-detached House,2021,3
U12469,Clonmore Close,Ardee,Co. Louth,Occupied,Property,Sarah Mallon,Residential In Management,Louth County ,General Needs,Semi-detached House,2021,3
U12471,Ledwill Park,Kilcock,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Terraced House,2021,2
U12474,Barnhall Meadows,Leixlip ,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Terraced House,2021,3
U12475,Barnhall Meadows,Leixlip ,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Terraced House,2021,3
U12476,Barnhall Meadows,Leixlip ,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Semi-detached House,2021,3
U12478,Barnhall Meadows,Leixlip ,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Terraced House,2021,3
U12479,Barnhall Meadows,Leixlip ,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Terraced House,2021,2
U12483,Barnhall Meadows,Leixlip ,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Terraced House,2021,3
U12485,Barnhall Meadows,Leixlip ,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Terraced House,2021,3
U12487,Barnhall Meadows,Leixlip ,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Terraced House,2021,3
U12489,Barnhall Meadows,Leixlip ,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Terraced House,2021,3
U12490,Barnhall Meadows,Leixlip ,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Terraced House,2021,3
U12491,Barnhall Meadows,Leixlip ,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Terraced House,2021,3
U12492,Barnhall Meadows,Leixlip ,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Terraced House,2021,3
U12498,Barnhall Meadows,Leixlip ,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Terraced House,2021,2
U12499,Barnhall Meadows,Leixlip ,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Terraced House,2021,2
U12500,Barnhall Meadows,Leixlip ,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Terraced House,2021,3
U12501,Barnhall Meadows,Leixlip ,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Semi-detached House,2021,3
U12505,Barnhall Meadows,Leixlip ,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Semi-detached House,2021,3
U12506,Barnhall Meadows,Leixlip ,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Semi-detached House,2021,3
U12507,Barnhall Meadows,Leixlip ,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Terraced House,2021,3
U12508,Barnhall Meadows,Leixlip ,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Terraced House,2021,3
U12514,Ledwill Park,Kilcock,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Semi-detached House,2021,3
U12516,Ledwill Park,Kilcock,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Terraced House,2021,2
U12517,Ledwill Park,Kilcock,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Terraced House,2021,2
U12521,Ledwill Park,Kilcock,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Semi-detached House,2021,3
U12523,Ledwill Park,Kilcock,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Semi-detached House,2021,3
U12524,Ledwill Park,Kilcock,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Terraced House,2021,2
U12526,Ledwill Park,Kilcock,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Terraced House,2021,2
U12528,Ledwill Park,Kilcock,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Terraced House,2021,2
U12529,Ledwill Park,Kilcock,Co. Kildare,Occupied,Property,Robert O'Keeffe,Residential In Management,Kildare County ,General Needs,Terraced House,2021,3
U12530,Ruxton Oaks ,Navan,Co. Meath,Occupied,Property,Sarah Mallon,Residential In Management,Meath County ,General Needs,Terraced House,2021,2
U12532,Ruxton Oaks ,Navan,Co. Meath,Occupied,Property,Sarah Mallon,Residential In Management,Meath County ,General Needs,Terraced House,2021,2
U12533,Ruxton Oaks ,Navan,Co. Meath,Occupied,Property,Sarah Mallon,Residential In Management,Meath County ,General Needs,Terraced House,2021,2
U12536,Ruxton Oaks ,Navan,Co. Meath,Occupied,Property,Sarah Mallon,Residential In Management,Meath County ,General Needs,Terraced House,2021,2
U12537,Ruxton Oaks ,Navan,Co. Meath,Occupied,Property,Sarah Mallon,Residential In Management,Meath County ,General Needs,Terraced House,2021,2
U12157,Robinhill,Dundrum,Co. Dublin,Occupied,Property,Brian Lambe,Residential In Management,Dun Laoghaire Rathdown ,General Needs,Apartment,2007,2
U12158,Robinhill,Dundrum,Co. Dublin,Occupied,Property,Brian Lambe,Residential In Management,Dun Laoghaire Rathdown ,General Needs,Apartment,2007,2
U12161,Robinhill,Dundrum,Co. Dublin,Occupied,Property,Brian Lambe,Residential In Management,Dun Laoghaire Rathdown ,General Needs,Apartment,2007,2
U12162,Robinhill,Dundrum,Co. Dublin,Occupied,Property,Brian Lambe,Residential In Management,Dun Laoghaire Rathdown ,General Needs,Apartment,2007,2
U12165,Robinhill,Dundrum,Co. Dublin,Occupied,Property,Brian Lambe,Residential In Management,Dun Laoghaire Rathdown ,General Needs,Apartment,2007,2
U12166,Robinhill,Dundrum,Co. Dublin,Occupied,Property,Brian Lambe,Residential In Management,Dun Laoghaire Rathdown ,General Needs,Apartment,2007,1
U12167,Robinhill,Dundrum,Co. Dublin,Occupied,Property,Brian Lambe,Residential In Management,Dun Laoghaire Rathdown ,General Needs,Apartment,2007,2
U12171,Abbey Square,Baunacloka,Co. Limerick,Occupied,Property,Mick Concannon,Residential In Management,Limerick City & County ,Older Persons - Sheltered,Terraced House,2021,2
U12173,Abbey Square,Baunacloka,Co. Limerick,Occupied,Property,Mick Concannon,Residential In Management,Limerick City & County ,Older Persons - Sheltered,Terraced House,2021,2
U12174,Abbey Square,Baunacloka,Co. Limerick,Occupied,Property,Mick Concannon,Residential In Management,Limerick City & County ,Older Persons - Sheltered,Terraced House,2021,2
U12177,Clonmore Close,Ardee,Co. Louth,Occupied,Property,Sarah Mallon,Residential In Management,Louth County ,General Needs,Semi-detached House,2021,3
U12178,Clonmore Close,Ardee,Co. Louth,Occupied,Property,Sarah Mallon,Residential In Management,Louth County ,General Needs,Semi-detached House,2021,3
U12180,Clonmore Close,Ardee,Co. Louth,Occupied,Property,Sarah Mallon,Residential In Management,Louth County ,General Needs,Semi-detached House,2021,3
U12183,Clonmore Close,Ardee,Co. Louth,Occupied,Property,Sarah Mallon,Residential In Management,Louth County ,General Needs,Semi-detached House,2021,3
U12185,Clonmore Close,Ardee,Co. Louth,Occupied,Property,Sarah Mallon,Residential In Management,Louth County ,General Needs,Semi-detached House,2021,3
U12186,Clonmore Close,Ardee,Co. Louth,Occupied,Property,Sarah Mallon,Residential In Management,Louth County ,General Needs,Semi-detached House,2021,3
U12188,Clonmore Close,Ardee,Co. Louth,Occupied,Property,Sarah Mallon,Residential In Management,Louth County ,General Needs,Semi-detached House,2021,4
U12190,Clonmore Close,Ardee,Co. Louth,Occupied,Property,Sarah Mallon,Residential In Management,Louth County ,General Needs,Terraced House,2021,2
U12192,Maydenhayes,Donacarney,Co. Meath,Occupied,Property,Eimear Lynch,Residential In Management,Meath County ,Older Persons - Sheltered,Bungalow - terraced,2021,2
U12194,Maydenhayes,Donacarney,Co. Meath,Occupied,Property,Eimear Lynch,Residential In Management,Meath County ,Older Persons - Sheltered,Bungalow - terraced,2021,2
